Recorder ID, Start Time, Total, Int 1, Int 2, Int 3, Int 4, Int 5, Int 6, Int 7, Int 8, Int 9, Int 10, Int 11, Int 12, Int 13, Int 14, Int 15, Int 16, Int 17, Int 18, Int 19, Int 20, Int 21, Int 22, Int 23, Int 24, Int 25, Int 26, Int 27, Int 28, Int 29, Int 30, Int 31, Int 32, Int 33, Int 34, Int 35, Int 36, Int 37, Int 38, Int 39, Int 40, Int 41, Int 42, Int 43, Int 44, Int 45, Int 46, Int 47, Int 48, Int 49, Int 50, Int 51, Int 52, Int 53, Int 54, Int 55, Int 56, Int 57, Int 58, Int 59, Int 60, Int 61, Int 62, Int 63, Int 64, Int 65, Int 66, Int 67, Int 68, Int 69, Int 70, Int 71, Int 72, Int 73, Int 74, Int 75, Int 76, Int 77, Int 78, Int 79, Int 80, Int 81, Int 82, Int 83, Int 84, Int 85, Int 86, Int 87, Int 88, Int 89, Int 90, Int 91, Int 92, Int 93, Int 94, Int 95, Int 96,,,,
MCPEL_H09,2009/5/10,3075.48,34.11,24.24,23.63,22.52,40.4,35.86,34.32,30.43,36.01,36.01,34.51,33.1,34.85,33.61,30.61,31.6,32.71,32.51,30.61,27.5,23.63,23.63,23.63,23.63,17.83,18.36,19.37,14.25,12.99,13.2,14.25,14.25,16.33,19.49,23.21,24.13,24.25,27.3,33.55,33.15,25.51,32,35.45,36.88,32.44,34.53,38.37,38.49,38.01,38.01,40.01,38.64,36.92,36.57,38.01,38.64,35.25,35.67,37.74,38.01,38.01,38.01,38.64,39.86,38.51,39.64,39.88,40.87,38.01,38.23,39.62,39.66,42.98,43,43,42.96,42.68,39.23,36.57,33.7,33.58,33.55,34.57,36.04,33.55,32.61,31.03,27.17,38.62,35.37,33.63,27.3,32.17,25.68,23.63,19.2,,,,
MCPEL_H09,2009/5/11,3121.39,25.06,22.25,20.45,17.37,25.1,23.49,21.43,18.8,17.37,15.2,14.58,14.25,14.25,14.25,15.71,17.37,18.77,17.99,18.7,21.14,24.24,30.5,35.76,35.57,24.71,32.51,38.61,38.61,32.67,36.37,28.3,26.15,22.83,24.04,25.67,26.54,26.08,32.14,34.59,35.4,27.64,33.24,35.27,34.4,37.24,39.27,43.66,51.8,43.81,45.8,42.19,41.49,40.2,35.76,35.37,39.01,41.47,41.33,41.12,41.69,40.58,41.13,41.66,42.1,42.31,42.67,42.01,41.64,41.65,40.69,39.01,39.1,40.03,39.01,37.24,37.24,37.24,36.47,35.19,34.87,39.01,39.97,40.13,39.97,38.82,37.21,35.81,32.69,38.1,35.33,28.2,25.07,36.26,33.81,27.3,25.29,,,,
MCPEL_H09,2009/5/12,2987.76,27.44,23.51,20.51,16.88,26.24,21.89,18.8,16.39,17.37,15.99,17.37,17.04,17.22,17.11,16.82,17.01,15.6,17.37,19.47,19.8,17.37,22,27.3,22.12,10.9,17.37,21.49,21.49,20.99,21.24,20.99,20.51,20.58,20.01,20.99,21.83,20.01,21.02,23.91,23.86,21.76,24.32,26.69,30.73,27.23,27.43,31.52,35.65,35.26,35.81,36.17,37.92,42.77,45.37,71.51,44.53,42.54,43.64,43.91,45.11,43.53,43.48,43.92,44.12,44.19,47.95,48.42,46.69,44.21,43.4,42.97,42.89,43.77,43.28,41.42,41.88,53.89,48.51,40.05,40.49,43.56,43.27,45.49,42.92,39.79,35.97,32.68,23.34,29.16,32.95,31.5,22.74,33.68,31.55,33.25,31.17,,,,
MCPEL_H09,2009/5/13,3552.49,43.47,33.42,27.44,18.62,35.44,28.54,26.63,25.14,24.41,23.39,20.4,19.79,19.36,13.97,15.68,15.68,15.68,15.69,14.86,14.65,15.68,26.64,33,20.48,19.92,25.18,27.11,31.04,27.94,26.8,28.17,28.17,32.6,34.82,37.79,38.29,35.09,41.57,45.34,53.57,41.52,37.35,38.89,41.82,41.82,41.66,52.92,56.07,45.6,46.18,52.92,47.79,43.32,43.53,44.62,44.93,45.01,49.93,55.55,71.6,51.27,51.57,49.85,51.57,45.19,47.44,50.58,55.55,58.23,55.55,51.58,52.19,46.19,45.01,44.02,43.55,43.82,40.94,38.17,36.17,40.22,42.92,43.25,43.17,42.15,40.41,36.83,34.63,41.95,39.97,36.36,34.18,28.73,28.73,20.35,15.71,,,,
MCPEL_H09,2009/5/14,2682.67,19.45,34.39,22.03,19.34,33.84,24.07,19.38,18.78,18.31,12.71,13.5,14.8,15.19,14.28,12.92,13.32,12.96,13.08,13.8,22.24,17.94,25.05,29.77,24.07,20.07,23.57,24.89,26.3,29.77,29.77,24.05,23.05,22.37,22.24,23.05,23.69,24.04,24.89,26.79,26.3,23.77,23.77,24.35,26.02,25.92,25.9,24.28,25.46,25.6,28.29,26.82,25.46,24.52,26.3,32.09,38.23,37.42,36.93,38.33,42.73,35.8,37.63,39.33,42.88,45.01,44.47,43.54,42.88,42.51,42.14,39.23,38.32,36.35,35.2,32.42,32.21,32.62,32.42,28.26,27.66,33.17,33.51,34.29,33.89,37.73,33.67,29.38,25.54,39.76,36.35,29.9,24.28,36.35,22.76,21.59,17.37,,,,
MCPEL_H09,2009/5/15,3480.34,20.97,19.53,18.18,15.36,19.24,17.88,15.88,14.04,17.93,18.13,18.09,15.69,14.1,12.68,10.64,10.64,12.68,13.15,16.48,17.07,12.99,13.23,18.19,15.88,14.8,16.72,19.84,20.06,20.1,20.31,20.86,20.49,19.9,20.37,20.98,21,21.19,22.73,25.62,26.09,32.52,35.16,35.67,36.07,39.1,39.03,39.2,40.32,37.59,42.72,47.73,54.8,51.36,53.3,57.25,62.47,75.76,65.36,64.58,98.44,57.25,60.01,75.76,257.01,65.96,113.44,66.16,69.39,51.36,51.36,47.23,45.93,51.36,45.03,41.95,39.01,39.82,35.99,32.88,26.2,34.29,34.19,34.09,34.21,35.99,34.68,29.09,23.74,34.27,28.75,25.39,22.83,40.7,31.37,25.39,20.12,,,,
MCPEL_H09,2009/5/16,3163.24,41.88,40.77,42.61,37.51,254.15,254.15,78.49,59.1,42.55,36.49,31.78,25.18,25.18,25.61,25.72,22.72,19.28,17.82,18.23,21.34,24.53,24.53,24.53,21.73,21.46,26.01,26.78,26.56,26.56,24.06,26.29,27.09,27.76,32.44,34.41,35.9,25.41,30.98,35.82,42.18,31.61,34.32,35.92,37.19,35.72,34.96,35.32,35.72,29.99,31.3,32.28,31.46,25.41,25.41,25.09,24.75,32.36,28.05,28.84,25.41,25.77,24.48,24.62,24.15,28.76,25.41,25.33,25.18,23.15,20.99,20.53,20.53,20.35,20,19.46,19.66,31.86,23.6,18.91,19.68,21.76,21.6,22.94,24.53,24.63,26.01,23.25,20.84,25.41,24.91,23.1,21.46,44.82,27.49,22.17,19.2,,,,
MCPEL_H09,2009/5/17,2143.43,22.43,20.36,17.37,14.62,20.7,19.08,17.91,17.37,14.62,14.62,16.36,16.89,16,14.5,13.99,12.14,13.11,12.14,12.14,12.14,12.14,12.26,12.26,9.3,11.03,12.28,12.14,12.14,11.76,11.76,12.14,12.45,17.9,19.35,21.77,24.06,16.92,16.8,18.1,18.6,17.23,17.33,19.93,19.6,17.13,17.31,19.35,19.93,18.78,19.93,21.58,22.17,21.44,21.77,22.17,23.16,22.17,23,25.41,24.63,25.41,26.01,26.39,27.28,27.99,27.99,29.26,33.11,38.39,39.29,38.49,37.98,35.26,37.76,38.18,38.39,38.55,34.62,32.63,30.59,40.48,44.8,44.9,38.97,27.68,27.34,27.99,26.66,31.42,25.41,23.94,20.12,21.09,19.4,17.37,14.62,,,,
MCPEL_H09,2009/5/18,2074.44,13.46,13.79,12.14,9.87,11.76,9.99,9.17,6.6,4.2,4.8,5,5.3,6.4,6.86,7.99,11.76,11.03,11.76,13.74,14.54,15.06,16,22.17,17.12,16.36,19.5,24.43,24.06,15.95,15.6,16.62,14.6,21.65,23.94,25.41,25.41,17.79,18.81,19.49,20,18.81,21.49,21.55,24.06,23.03,24.63,25.66,25.41,24.43,24.43,24.63,25.41,25.01,26.39,26.39,29.99,31.2,33.26,34.32,33.82,31.69,32.4,32.95,35.19,33.62,37.41,38.07,38.71,36.22,36.22,34.59,34.59,37.62,36.22,32.32,30.33,29.98,25.06,25.41,20.86,20.23,22.26,22.94,24.06,24.63,21.68,19.79,17.37,19.79,18.38,18.71,16.58,20.56,16.85,14.04,13.06,,,,
MCPEL_H09,2009/5/19,2115.01,33.07,15.98,9.34,3.03,10.87,10.54,9.83,8.36,9.69,9.25,7.9,5.55,4.75,5.23,3.76,5.33,7.29,10.18,10.3,13,-29.9,10.66,15.25,12.12,10.66,12.92,12.94,13.1,14.62,15.6,14.7,14.11,17.31,18.75,18.2,18,15.81,17.37,17.37,18.38,19.19,19.99,22.38,22.11,20.64,22.99,24,23.94,24.4,24.53,25.15,25.15,22.88,25.01,25.87,29.42,27.83,32.06,32.95,36.9,34.59,38.94,40.68,42.08,44.9,49.59,52.01,56.01,48.79,40.54,40.18,40.61,36.36,36.16,35.45,35.66,34.64,32.06,28.2,25.8,23.5,24.53,25.8,25.8,25.15,24.4,23.42,19.61,29.9,24,20.52,18.45,25.66,19.05,17.66,15.7,,,,
MCPEL_H09,2009/5/20,2412.95,20,16.52,14.25,12.14,14.25,13.24,12.14,12.14,12.14,11.95,11.76,11.76,11.76,11.76,11.68,10.78,11.99,11.76,11.76,11.99,12.14,15,15.49,15,17.37,18.77,20.35,20.75,18.9,21.4,22.01,19.33,23.38,24.14,34.49,30.99,21.77,24.14,25.54,34.29,24.83,27.35,30.36,30.62,19.49,20.35,20.75,23.08,23.08,25.22,25.52,30.99,25.35,30.99,33.61,35.33,27.63,28.68,33.56,34.99,35.19,35.69,36.27,41.19,38.76,40.17,43.26,45.9,42.94,42.94,42.94,42.94,40.22,39.5,36.8,35.77,34.69,32.63,29.23,28.2,29.78,29.34,29.33,29.19,29.23,25.54,23.08,20.49,31.79,29.34,21.27,17.99,31.23,21.34,18.88,17.1,,,,
MCPEL_H09,2009/5/21,2440.78,23.44,17.37,14.62,14.42,23,15.6,14.87,14.25,14.25,12.28,12.14,11.76,12.8,12.14,12.14,12.14,12.14,12.14,12.14,12.14,9.49,11.22,11.76,11.22,12.39,14.24,14.55,14.25,14.48,15.58,17.4,17.24,16.59,17.37,17.46,19.11,17.46,17.56,19.1,20.54,21.17,23.39,24.29,25.1,20.6,21.92,24.57,25.11,25.11,27.56,31.29,34.42,33.61,35.76,40,40.68,36.76,40.68,45.67,49.68,43.47,48.89,48.89,51.21,47.44,52.41,54.47,60.52,45.15,45.64,43.91,37.46,34.71,34.42,29.06,25.62,25.36,23.31,22.8,21.83,22.8,22.8,23.26,24.97,29.36,26.39,24.39,21.17,33.31,31.7,29.35,27.1,33.81,29.82,23.66,18.16,,,,
MCPEL_H09,2009/5/22,2213.8,31.25,20.6,18.45,17.37,19.5,17.37,17.37,17.03,17.37,16.4,15.89,15.58,18.24,16.63,16.32,16.32,17.01,16.69,16.79,16.71,14.62,16,16.7,14.42,15.55,17.24,19.02,20.6,18.24,18.36,21.25,18.49,22.91,24.5,24.93,27.4,29.98,29.98,32.54,34.1,34.87,31,28.2,24.93,33.9,32.84,29.98,32.64,24.93,29.73,30.17,30.59,25.76,26.65,27.48,27.1,25.13,27.05,28.36,28.56,24.56,24.56,24.93,24.93,25.07,25.97,26.06,27.06,25.1,25.1,24.93,23.36,22.3,21.21,20,18.52,21.04,20.75,18.83,18.14,18.52,19.65,21.33,21.33,21.64,20.11,18.28,18,31.34,28.99,24.76,20.03,33.34,30.15,27.01,21.31,,,,
MCPEL_H09,2009/5/23,2242.17,25.11,23,18.35,17.56,18.73,17.57,17.35,16.63,18.35,17.8,17.8,17.8,18.23,18.32,17.81,17.5,17.4,17.28,17.3,17.4,17.78,17.47,17.42,16.47,17.8,17.4,17.65,17.31,15,15.99,17.8,17.4,17.25,18.87,23,22.11,20.29,27.14,29.52,31.22,30.62,33.21,33.78,34.18,28.52,28.99,30.37,33.58,29.89,29.9,30.82,30.12,28.92,25,23.08,23.08,22.13,22.13,23,22.33,21.44,21.64,22.13,23,23.47,24.35,23.76,22.9,22.55,22.81,23.08,23.75,28.82,27.5,26.54,26.89,28.99,27.79,26.24,23,24.07,25.67,28.2,28.99,27.94,27.58,27.57,25.1,28.2,28.99,27.07,25.11,28.99,26.76,24.01,21.44,,,,
MCPEL_H09,2009/5/24,1856.13,20.38,17.9,17.79,17.2,17.8,17.38,16.68,16.45,16.87,16.46,16.45,16.45,16.69,16.54,16.45,16.45,16.45,16.45,16.45,16.17,16.17,16.16,16.33,13.99,15.74,15.81,16,15.47,14.98,14.09,15.99,16.27,15.71,16.54,17.43,18.01,16.89,17.8,19.77,21.64,18.69,19.62,20.85,19.76,18.41,19.62,21.71,22.08,21.64,21.64,21.64,21,20.85,23.08,27.54,28.53,26.76,27.07,26.76,25.16,23.08,24.85,23.08,21.64,21.71,22.15,22.81,23,22.9,22.06,23.08,23,21.71,20.85,18.87,18.55,17.8,17.35,16.95,16.61,16.54,17.13,17.8,17.96,18.77,18,19.62,18.56,28.52,24.22,18.69,17.8,23,19.65,17.8,17.36,,,,
MCPEL_H09,2009/5/25,4631.81,17.8,17.26,16.54,16.45,16.7,16.45,16.45,16.45,16.04,15.56,15.17,15.17,14.7,14.5,14.5,14.5,14.6,14.59,15.7,16.06,16,16,16,13.5,15.47,15.72,15.28,14.87,14.69,14.99,15.51,15.84,16.96,17.8,18.36,20.48,16.71,17.8,21.64,22.84,21.64,25.76,28.99,28.99,28.52,29.92,33.38,36.65,33.35,37.53,242.32,199.21,34.26,66.98,250.83,250.83,33.59,33.92,45.31,66.98,42.48,89.8,199.21,149.98,41.21,43.37,47.65,500,245.08,242.32,49.7,52.78,45.74,43.82,37.89,34.63,38.18,31.88,30.02,28.99,32.81,33.29,35.82,32.29,31.12,29.85,28.63,26.11,33.53,33.3,30.7,24.68,28.63,21.02,18.18,16.51,,,,
MCPEL_H09,2009/5/26,5638.88,21.31,19.64,20.12,17.81,22.81,18.77,17.13,16.49,17.17,16.54,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.52,17.08,18.2,17.8,20.07,21.61,13.4,15.99,16.44,16.19,16.7,16.73,16.71,17.82,19.24,20.42,24.03,24.36,23.38,25.26,24.78,25.45,23.08,24.96,24.96,25.63,22.45,23.08,25.2,28.99,30.02,30.62,30.02,31.12,28.99,30.82,33.3,33.69,35.75,36.5,39.45,66.98,44.22,42.95,52.92,244.04,499.22,500,500,260.12,108.07,142.07,432.07,247.91,177.36,45.09,39.82,37.76,42.32,36.74,35.9,35.6,36.7,37.04,36.2,38,32.94,32.74,32.94,30.02,244.04,47.43,33.5,29.92,34.08,30.5,25.63,19.84,,,,
MCPEL_H09,2009/5/27,2295.11,35.33,26.92,26.47,24.76,27.47,25.59,22.11,18.88,18.01,17.36,19.83,23.64,23.64,19.9,19.24,19.29,23.64,23.64,23.64,19.25,23.31,23.64,24.76,19.25,17.8,23.31,24.39,21.16,18.07,18.48,18.59,18.65,18.96,19.07,19.62,19.78,18.46,18.75,19.91,20.75,18.62,19.95,20.03,20.15,17.8,19.3,19.62,19.5,19.84,19.62,19.07,19.9,21.38,23.46,25.51,25.28,21.98,23.07,23.27,25.51,26.13,25.9,25.9,26.15,28.99,33.03,33.79,33.9,33.25,33.14,30.09,29.77,33.8,31.8,29.44,28.99,29.44,28.67,26.12,24.86,28.99,28.52,26.56,25.75,28.52,26.56,23.97,21.3,34.97,33.2,28.58,21.38,28.67,21.38,18.25,17.17,,,,
MCPEL_H09,2009/5/28,2369.25,30.1,26.63,19.95,17.75,19.28,18.6,17.45,16.68,17.36,17.01,17.36,17.85,17.76,17.36,17.36,17.36,18.25,18.35,19,19.04,18.3,21.2,23.17,18.3,16.19,16.88,17.36,17.36,17.25,17.24,17.25,17.41,18.09,18.55,19.73,19.62,17.84,20.22,20.6,21.31,19.49,21.32,22.9,22.49,21.5,25.21,26.62,27.13,23.65,26.9,29.52,27.18,23.56,26.66,30.14,31.26,29.71,30.99,31.58,33.73,30.99,31.89,33.41,34.18,36.36,37.59,39.93,40,40.46,39.67,37.48,37.28,37.19,36.01,33.73,31.99,29.2,27.43,25.13,25.13,26.65,25.06,25.75,26.25,30.14,25.29,22.25,21.04,29.24,29.42,26.4,20.92,29.62,23.37,19.5,17.39,,,,
MCPEL_H09,2009/5/29,3124.27,28.71,24.71,21,18.49,21.28,19.1,17.36,15.98,19.2,19.1,18,16.73,16.48,16.73,17.14,17.57,18.44,18.44,19,19.25,19.35,19.55,19.55,17.36,16.46,18.07,20.53,20.53,16.74,19.76,21.51,20.19,21.2,21.51,23,27.57,23.9,25,30.11,31.84,30.01,31.81,34.43,39.13,31.71,35.06,35.45,37.22,30.87,33.24,37.57,45.75,38.68,45.41,56.56,69.68,61.3,101.5,71.48,149.98,44.79,48.55,52.03,58.9,46.87,46.26,50.68,57.61,54.11,45.16,44.5,41.63,42.55,41.46,38.99,38.13,38.01,34.35,31.36,28.55,30.53,28.9,26.39,26.3,24.99,23.63,23.9,23.41,29.16,28.4,28.43,24.71,26.81,22.29,19.8,18.85,,,,
MCPEL_H09,2009/5/30,2462.52,29.58,22.29,17.38,15.27,19.2,17.17,16.27,15.74,15.67,15.01,14.25,14.12,13.37,12.78,12.61,12.41,12.46,12.56,13.38,13.36,12.78,12.19,12.06,9.99,5.78,7.95,12.41,12.41,12.41,12.41,12.69,13.49,14.47,16.87,18.66,19.53,21.72,22.9,30.59,32.1,30.95,31.94,34.51,38.12,30.63,30.89,32.97,34.79,30.48,31.79,33.16,34.65,33.45,35.25,35.65,37.07,34.6,36.44,37.57,38.66,37.39,38.05,38.78,40.26,39.88,40.05,40.08,40.08,38.66,38.66,38.16,37.32,36.77,35.42,35.32,35.42,34.3,31.7,30.59,27.77,29.49,29.57,30,27.79,24.94,23.41,23.56,22.39,31.13,31.88,30.59,26.4,23.27,21.11,20.32,20.15,,,,
MCPEL_H09,2009/5/31,2283.57,38.77,23.65,19.95,18.89,23,19.7,18.46,16.2,15.82,15.21,14.02,13.02,13.35,12.72,12.37,12.07,11.12,11.58,12.35,11.58,7.74,4.76,5.18,3.51,-0.01,-0.01,3.71,0.81,-1.47,-0.01,3.52,4.2,14.03,14.04,17.6,19.07,15.89,17.37,19.07,20,19.07,21.65,22.29,22.39,22.29,25.94,27.77,31.57,29.08,31.99,33.04,34.39,30.86,31.99,33.16,34.29,32.69,33.09,34.69,34.39,33.45,34.19,34.97,35.36,34.09,34.04,34.03,34.57,34.55,33.89,33.04,32.56,31.69,29.43,25.91,24.25,25.91,23.99,23.99,23.41,22.38,22.29,23.99,24.38,26.09,23.99,24.05,23,198.48,40.78,33.16,29.44,29.44,23,16.78,15.54,,,,
